event_id,customer_id,region,event_type,amount,event_ts
5286,100254,West,purchase,88.33,2026-01-14 08:10:43
5287,100254,West,purchase,62.27,2026-01-25 15:26:32
5288,100254,West,view,0.0,2026-02-11 10:43:50
5289,100254,West,support,0.0,2026-01-20 21:04:40
5290,100254,West,search,0.0,2026-01-12 06:32:08
5291,100254,West,view,0.0,2026-01-08 16:04:17
5292,100254,West,view,0.0,2026-03-13 19:03:32
5293,100254,West,cart,0.0,2026-01-03 05:49:03
5294,100254,West,search,0.0,2026-01-16 07:30:37
5295,100254,West,view,0.0,2026-01-03 08:54:12
5296,100254,West,view,0.0,2026-02-19 13:47:42
5297,100254,West,return,0.0,2026-02-07 11:05:21
5298,100254,West,cart,0.0,2026-02-07 11:09:44
5299,100255,Midwest,purchase,111.15,2026-03-31 12:48:01
5300,100255,Midwest,purchase,77.34,2026-02-27 21:30:38
5301,100255,Midwest,support,0.0,2026-01-10 12:44:11
5302,100255,Midwest,support,0.0,2026-02-10 22:15:00
5303,100255,Midwest,purchase,134.47,2026-03-22 18:00:37
5304,100255,Midwest,return,0.0,2026-02-21 05:43:28
5305,100255,Midwest,view,0.0,2026-02-24 02:03:09
5306,100255,Midwest,cart,0.0,2026-02-08 09:12:01
5307,100255,Midwest,view,0.0,2026-01-23 16:26:34
5308,100255,Midwest,purchase,145.14,2026-01-29 14:41:55
5309,100255,Midwest,cart,0.0,2026-03-14 00:03:15
5310,100255,Midwest,view,0.0,2026-03-27 08:07:58
5311,100255,Midwest,view,0.0,2026-03-04 22:39:01
5312,100255,Midwest,search,0.0,2026-01-08 21:27:28
5313,100255,Midwest,cart,0.0,2026-02-19 02:15:59
5314,100255,Midwest,search,0.0,2026-01-19 01:01:09
5315,100255,Midwest,purchase,112.58,2026-03-09 22:17:30
5316,100255,Midwest,cart,0.0,2026-02-26 15:14:56
5317,100255,Midwest,return,0.0,2026-02-16 07:55:40
5318,100255,Midwest,support,0.0,2026-03-06 06:04:13
5319,100256,Northeast,search,0.0,2026-03-18 18:33:05
5320,100256,Northeast,cart,0.0,2026-01-09 17:40:04
5321,100256,Northeast,view,0.0,2026-02-25 10:12:45
5322,100256,Northeast,purchase,114.03,2026-02-22 08:33:08
5323,100256,Northeast,return,0.0,2026-01-09 12:45:43
5324,100256,Northeast,purchase,122.19,2026-03-10 23:34:19
5325,100256,Northeast,return,0.0,2026-03-11 02:18:22
5326,100256,Northeast,purchase,115.17,2026-01-04 02:34:58
5327,100256,Northeast,view,0.0,2026-02-02 21:39:28
5328,100256,Northeast,purchase,94.88,2026-01-29 09:08:43
5329,100256,Northeast,cart,0.0,2026-03-11 20:31:56
5330,100256,Northeast,view,0.0,2026-03-07 11:58:48
5331,100256,Northeast,return,0.0,2026-03-09 21:21:40
5332,100256,Northeast,support,0.0,2026-02-06 16:42:21
5333,100256,Northeast,purchase,176.21,2026-01-31 04:13:33
5334,100256,Northeast,cart,0.0,2026-01-31 21:10:19
5335,100257,South,purchase,109.9,2026-03-21 08:42:24
5336,100257,South,cart,0.0,2026-01-30 16:48:20
5337,100257,South,cart,0.0,2026-02-22 02:28:21
5338,100257,South,purchase,55.72,2026-01-20 13:06:05
5339,100257,South,purchase,53.89,2026-01-12 08:22:17
5340,100257,South,search,0.0,2026-03-17 07:12:34
5341,100257,South,cart,0.0,2026-02-09 01:47:48
5342,100257,South,purchase,56.14,2026-01-17 07:06:58
5343,100257,South,cart,0.0,2026-01-03 05:18:55
5344,100257,South,search,0.0,2026-03-18 03:29:12
5345,100257,South,view,0.0,2026-02-05 09:56:41
5346,100257,South,cart,0.0,2026-01-24 21:16:48
5347,100257,South,view,0.0,2026-02-14 18:57:33
5348,100257,South,view,0.0,2026-01-31 11:16:04
5349,100257,South,search,0.0,2026-01-24 17:48:55
5350,100257,South,cart,0.0,2026-02-11 22:44:15
5351,100257,South,cart,0.0,2026-01-02 08:57:37
5352,100257,South,search,0.0,2026-02-22 21:52:29
5353,100257,South,support,0.0,2026-03-29 21:20:10
5354,100257,South,purchase,42.36,2026-02-16 01:10:41
5355,100257,South,search,0.0,2026-02-13 04:08:06
5356,100257,South,view,0.0,2026-03-08 11:28:47
5357,100257,South,return,0.0,2026-01-02 11:41:17
5358,100257,South,view,0.0,2026-02-21 12:10:24
5359,100257,South,search,0.0,2026-02-24 02:29:49
5360,100257,South,view,0.0,2026-03-06 03:04:57
5361,100257,South,view,0.0,2026-01-26 23:40:53
5362,100257,South,search,0.0,2026-03-25 04:38:53
5363,100257,South,view,0.0,2026-01-17 11:19:15
5364,100257,South,cart,0.0,2026-01-09 20:30:23
5365,100258,Midwest,return,0.0,2026-01-23 05:32:32
5366,100258,Midwest,view,0.0,2026-01-06 09:51:19
5367,100258,Midwest,view,0.0,2026-03-03 04:40:58
5368,100258,Midwest,view,0.0,2026-02-08 10:30:43
5369,100258,Midwest,search,0.0,2026-02-18 00:59:18
5370,100258,Midwest,view,0.0,2026-03-15 10:58:49
5371,100258,Midwest,support,0.0,2026-01-07 06:42:30
5372,100258,Midwest,search,0.0,2026-03-24 00:18:26
5373,100258,Midwest,support,0.0,2026-01-03 22:18:27
5374,100258,Midwest,search,0.0,2026-03-06 00:50:30
5375,100258,Midwest,cart,0.0,2026-01-14 06:37:43
5376,100258,Midwest,search,0.0,2026-01-11 11:53:30
5377,100258,Midwest,purchase,57.64,2026-03-11 07:19:43
5378,100258,Midwest,cart,0.0,2026-02-04 09:11:10
5379,100258,Midwest,return,0.0,2026-02-03 21:22:55
5380,100258,Midwest,view,0.0,2026-01-07 01:45:36
5381,100258,Midwest,view,0.0,2026-02-18 00:41:50
5382,100258,Midwest,cart,0.0,2026-03-28 03:00:23
5383,100258,Midwest,view,0.0,2026-03-12 09:49:10
5384,100258,Midwest,search,0.0,2026-02-25 02:17:14
5385,100258,Midwest,view,0.0,2026-01-28 00:25:15
5386,100259,Northeast,return,0.0,2026-03-19 19:21:06
5387,100259,Northeast,view,0.0,2026-03-18 00:03:57
5388,100259,Northeast,search,0.0,2026-01-01 00:33:57
5389,100259,Northeast,view,0.0,2026-03-20 18:48:09
5390,100259,Northeast,view,0.0,2026-02-21 07:31:10
5391,100259,Northeast,view,0.0,2026-01-27 16:56:26
5392,100259,Northeast,view,0.0,2026-03-30 16:20:42
5393,100259,Northeast,search,0.0,2026-01-19 01:35:32
5394,100259,Northeast,purchase,32.31,2026-01-27 11:33:31
5395,100259,Northeast,view,0.0,2026-03-28 01:27:31
5396,100259,Northeast,view,0.0,2026-03-21 07:56:55
5397,100259,Northeast,purchase,94.54,2026-01-12 04:00:59
5398,100259,Northeast,view,0.0,2026-03-16 02:28:58
5399,100259,Northeast,return,0.0,2026-01-06 02:48:28
5400,100259,Northeast,view,0.0,2026-01-27 23:29:14
5401,100259,Northeast,purchase,80.32,2026-01-23 09:21:06
5402,100259,Northeast,cart,0.0,2026-02-01 14:24:05
5403,100259,Northeast,view,0.0,2026-01-11 09:33:31
5404,100259,Northeast,search,0.0,2026-01-19 04:10:35
5405,100259,Northeast,search,0.0,2026-01-30 14:34:28
5406,100259,Northeast,purchase,97.88,2026-02-20 04:21:30
5407,100259,Northeast,search,0.0,2026-03-09 07:07:52
5408,100259,Northeast,view,0.0,2026-01-25 12:20:37
5409,100259,Northeast,view,0.0,2026-01-28 14:08:19
5410,100260,South,view,0.0,2026-02-22 05:04:05
5411,100260,South,view,0.0,2026-01-30 18:16:26
5412,100260,South,search,0.0,2026-01-26 14:55:45
5413,100260,South,purchase,405.38,2026-03-30 17:20:31
5414,100260,South,search,0.0,2026-03-29 14:29:55
5415,100260,South,view,0.0,2026-03-20 08:38:08
5416,100260,South,purchase,447.37,2026-03-19 12:19:51
5417,100260,South,view,0.0,2026-01-12 18:27:30
5418,100260,South,search,0.0,2026-02-12 21:32:01
5419,100260,South,cart,0.0,2026-01-05 23:43:22
5420,100260,South,return,0.0,2026-01-20 17:23:15
5421,100260,South,search,0.0,2026-02-08 17:50:37
5422,100260,South,view,0.0,2026-03-09 13:33:09
5423,100260,South,cart,0.0,2026-01-13 16:22:11
5424,100260,South,view,0.0,2026-03-19 20:47:18
5425,100261,West,search,0.0,2026-01-11 18:37:51
5426,100261,West,purchase,187.27,2026-03-15 10:32:58
5427,100261,West,view,0.0,2026-01-07 16:15:30
5428,100261,West,cart,0.0,2026-03-16 22:14:34
5429,100261,West,view,0.0,2026-02-07 01:58:45
5430,100261,West,view,0.0,2026-03-19 15:27:07
5431,100261,West,view,0.0,2026-03-03 23:51:50
5432,100261,West,view,0.0,2026-03-17 00:53:38
5433,100261,West,view,0.0,2026-03-18 15:31:52
5434,100261,West,support,0.0,2026-01-02 12:37:06
5435,100261,West,view,0.0,2026-01-08 23:20:07
5436,100261,West,view,0.0,2026-02-03 12:59:18
5437,100261,West,search,0.0,2026-02-23 03:28:21
5438,100261,West,support,0.0,2026-01-27 03:40:48
5439,100261,West,purchase,177.32,2026-01-31 16:39:46
5440,100261,West,view,0.0,2026-03-06 19:17:31
5441,100261,West,view,0.0,2026-02-04 13:31:56
5442,100261,West,search,0.0,2026-02-17 16:19:25
5443,100261,West,cart,0.0,2026-03-19 18:03:17
5444,100261,West,purchase,225.18,2026-01-04 12:05:39
5445,100261,West,search,0.0,2026-02-08 16:10:03
5446,100261,West,view,0.0,2026-03-30 01:48:22
5447,100261,West,view,0.0,2026-02-18 07:50:46
5448,100262,Northeast,return,0.0,2026-01-19 21:11:52
5449,100262,Northeast,support,0.0,2026-01-16 10:25:59
5450,100262,Northeast,purchase,62.37,2026-03-06 08:18:21
5451,100262,Northeast,support,0.0,2026-01-18 20:09:28
5452,100262,Northeast,view,0.0,2026-02-18 13:25:57
5453,100262,Northeast,return,0.0,2026-02-20 21:12:49
5454,100262,Northeast,view,0.0,2026-02-15 14:05:45
5455,100262,Northeast,purchase,42.37,2026-01-02 18:02:56
5456,100262,Northeast,view,0.0,2026-01-17 21:21:38
5457,100262,Northeast,cart,0.0,2026-01-14 06:31:21
5458,100262,Northeast,view,0.0,2026-01-27 07:59:35
5459,100262,Northeast,search,0.0,2026-03-21 08:28:44
5460,100262,Northeast,search,0.0,2026-01-22 02:16:37
5461,100262,Northeast,search,0.0,2026-01-12 00:29:26
5462,100262,Northeast,view,0.0,2026-01-08 00:39:33
5463,100262,Northeast,view,0.0,2026-02-07 18:07:22
5464,100262,Northeast,purchase,94.91,2026-02-13 15:01:52
5465,100262,Northeast,view,0.0,2026-01-03 13:31:01
5466,100262,Northeast,cart,0.0,2026-01-01 02:12:23
5467,100263,South,purchase,49.14,2026-02-19 01:04:12
5468,100263,South,return,0.0,2026-02-07 15:46:09
5469,100263,South,view,0.0,2026-03-09 11:44:26
5470,100263,South,cart,0.0,2026-02-17 15:49:44
5471,100263,South,view,0.0,2026-03-02 09:34:22
5472,100263,South,view,0.0,2026-03-12 03:11:37
5473,100263,South,view,0.0,2026-01-08 18:19:02
5474,100263,South,support,0.0,2026-02-23 07:51:32
5475,100263,South,view,0.0,2026-01-18 05:40:49
5476,100263,South,view,0.0,2026-02-24 01:52:28
5477,100263,South,cart,0.0,2026-03-31 02:10:29
5478,100263,South,search,0.0,2026-02-07 01:02:45
5479,100263,South,return,0.0,2026-03-15 02:56:21
5480,100263,South,view,0.0,2026-03-03 09:39:07
5481,100263,South,return,0.0,2026-03-29 14:01:03
5482,100263,South,purchase,105.78,2026-01-24 02:25:26
5483,100263,South,purchase,82.09,2026-01-05 12:04:00
5484,100263,South,cart,0.0,2026-03-04 15:17:00
5485,100263,South,search,0.0,2026-03-10 01:16:14
5486,100264,Northeast,cart,0.0,2026-03-24 10:28:04
5487,100264,Northeast,view,0.0,2026-01-08 13:26:23
5488,100264,Northeast,view,0.0,2026-03-16 16:47:19
5489,100264,Northeast,search,0.0,2026-03-22 21:31:38
5490,100264,Northeast,support,0.0,2026-03-03 09:48:08
5491,100264,Northeast,purchase,88.6,2026-02-07 18:37:40
5492,100264,Northeast,purchase,42.19,2026-01-31 10:12:42
5493,100264,Northeast,cart,0.0,2026-02-17 21:14:03
5494,100264,Northeast,search,0.0,2026-02-23 15:41:41
5495,100264,Northeast,search,0.0,2026-03-01 21:49:58
5496,100264,Northeast,view,0.0,2026-02-08 21:36:41
5497,100264,Northeast,view,0.0,2026-02-12 08:43:44
5498,100264,Northeast,search,0.0,2026-02-25 13:35:32
5499,100264,Northeast,view,0.0,2026-03-18 00:59:34
5500,100264,Northeast,view,0.0,2026-03-22 08:20:31
5501,100265,Midwest,purchase,67.29,2026-03-26 22:25:41
5502,100265,Midwest,search,0.0,2026-03-13 11:25:57
5503,100265,Midwest,cart,0.0,2026-01-02 01:24:36
5504,100265,Midwest,search,0.0,2026-03-19 04:39:23
5505,100265,Midwest,cart,0.0,2026-03-30 08:05:19
5506,100265,Midwest,cart,0.0,2026-01-15 08:35:54
5507,100265,Midwest,view,0.0,2026-01-10 09:49:16
5508,100265,Midwest,search,0.0,2026-03-01 10:13:42
5509,100265,Midwest,view,0.0,2026-01-31 17:47:09
5510,100265,Midwest,purchase,151.93,2026-02-02 11:12:19
5511,100265,Midwest,view,0.0,2026-02-20 20:49:40
5512,100265,Midwest,purchase,83.29,2026-01-16 02:33:05
5513,100265,Midwest,view,0.0,2026-03-02 08:51:50
5514,100265,Midwest,support,0.0,2026-02-28 15:48:31
5515,100265,Midwest,view,0.0,2026-01-11 03:37:59
5516,100265,Midwest,view,0.0,2026-02-13 17:03:06
5517,100265,Midwest,return,0.0,2026-01-10 00:35:52
5518,100265,Midwest,search,0.0,2026-03-14 03:33:01
5519,100265,Midwest,return,0.0,2026-02-24 07:27:53
5520,100265,Midwest,purchase,134.52,2026-01-20 19:40:20
5521,100265,Midwest,purchase,187.21,2026-02-26 06:07:19
5522,100265,Midwest,view,0.0,2026-01-18 03:40:32
5523,100265,Midwest,view,0.0,2026-03-22 17:15:26
5524,100266,Northeast,view,0.0,2026-03-19 05:58:04
5525,100266,Northeast,search,0.0,2026-03-09 10:10:22
5526,100266,Northeast,cart,0.0,2026-02-06 20:01:17
5527,100266,Northeast,search,0.0,2026-01-28 00:42:16
5528,100266,Northeast,view,0.0,2026-01-07 18:57:18
5529,100266,Northeast,return,0.0,2026-02-19 00:02:04
5530,100266,Northeast,cart,0.0,2026-02-24 08:14:53
5531,100266,Northeast,support,0.0,2026-03-13 14:19:09
5532,100266,Northeast,cart,0.0,2026-02-19 13:51:39
5533,100266,Northeast,cart,0.0,2026-03-18 14:17:30
5534,100266,Northeast,view,0.0,2026-01-16 20:06:17
5535,100266,Northeast,support,0.0,2026-02-06 02:27:32
5536,100266,Northeast,view,0.0,2026-02-09 22:44:49
5537,100266,Northeast,purchase,25.23,2026-02-01 19:47:01
5538,100266,Northeast,purchase,30.49,2026-02-27 13:23:07
5539,100266,Northeast,view,0.0,2026-03-06 12:46:02
5540,100266,Northeast,purchase,34.84,2026-02-10 08:18:44
5541,100266,Northeast,purchase,92.18,2026-02-04 21:42:44
5542,100266,Northeast,cart,0.0,2026-01-21 01:11:50
5543,100266,Northeast,purchase,39.48,2026-03-16 04:55:18
5544,100267,West,purchase,22.18,2026-01-13 19:57:33
5545,100267,West,view,0.0,2026-01-02 18:35:54
5546,100267,West,search,0.0,2026-02-15 13:09:26
5547,100267,West,search,0.0,2026-03-28 14:27:05
5548,100267,West,view,0.0,2026-01-07 02:58:48
5549,100267,West,view,0.0,2026-01-23 10:01:14
5550,100267,West,cart,0.0,2026-03-06 15:31:30
5551,100267,West,cart,0.0,2026-02-19 23:55:37
5552,100267,West,search,0.0,2026-02-16 17:35:52
5553,100267,West,view,0.0,2026-03-16 17:29:46
5554,100267,West,view,0.0,2026-01-02 00:22:22
5555,100267,West,view,0.0,2026-02-15 11:23:07
5556,100267,West,return,0.0,2026-03-29 19:13:02
5557,100268,Northeast,cart,0.0,2026-03-26 09:19:57
5558,100268,Northeast,cart,0.0,2026-02-24 01:11:09
5559,100268,Northeast,view,0.0,2026-03-23 11:43:07
5560,100268,Northeast,purchase,49.07,2026-03-29 21:40:34
5561,100268,Northeast,search,0.0,2026-01-22 05:44:46
5562,100268,Northeast,support,0.0,2026-03-13 00:42:33
5563,100268,Northeast,search,0.0,2026-02-10 12:24:01
5564,100268,Northeast,view,0.0,2026-02-13 12:51:26
5565,100268,Northeast,search,0.0,2026-01-15 01:06:09
5566,100268,Northeast,view,0.0,2026-01-21 11:51:07
5567,100268,Northeast,search,0.0,2026-01-01 05:37:23
5568,100268,Northeast,purchase,57.14,2026-02-12 08:26:59
5569,100268,Northeast,view,0.0,2026-03-01 17:28:19
5570,100268,Northeast,purchase,104.5,2026-02-11 16:36:16
5571,100268,Northeast,cart,0.0,2026-03-27 03:03:42
5572,100268,Northeast,view,0.0,2026-01-16 13:40:39
5573,100268,Northeast,support,0.0,2026-01-20 00:08:23
5574,100268,Northeast,search,0.0,2026-01-25 02:48:14
5575,100268,Northeast,view,0.0,2026-03-02 11:34:19
5576,100268,Northeast,purchase,112.21,2026-02-16 04:04:32
5577,100268,Northeast,purchase,52.59,2026-03-21 02:14:32
5578,100268,Northeast,return,0.0,2026-01-29 07:40:21
5579,100268,Northeast,search,0.0,2026-01-24 21:57:50
5580,100268,Northeast,cart,0.0,2026-03-17 02:32:58
5581,100269,West,view,0.0,2026-01-20 09:40:22
5582,100269,West,cart,0.0,2026-02-21 19:26:35
5583,100269,West,view,0.0,2026-02-21 10:48:08
5584,100269,West,view,0.0,2026-03-30 23:44:42
5585,100269,West,search,0.0,2026-03-06 11:49:55
5586,100269,West,purchase,234.2,2026-01-03 19:46:31
5587,100269,West,cart,0.0,2026-02-25 11:17:04
5588,100269,West,purchase,62.46,2026-03-04 20:46:31
5589,100269,West,support,0.0,2026-02-13 16:18:03
5590,100269,West,purchase,95.25,2026-01-30 03:25:05
5591,100269,West,view,0.0,2026-02-11 07:30:20
5592,100269,West,search,0.0,2026-02-11 08:45:47
5593,100269,West,search,0.0,2026-03-20 02:18:23
5594,100269,West,cart,0.0,2026-02-12 18:25:31
5595,100269,West,return,0.0,2026-03-25 20:44:53
5596,100269,West,search,0.0,2026-01-16 13:00:30
5597,100269,West,view,0.0,2026-03-14 17:46:54
5598,100270,West,view,0.0,2026-01-18 23:57:49
5599,100270,West,cart,0.0,2026-02-07 13:42:31
5600,100270,West,purchase,186.03,2026-03-31 03:21:52
5601,100270,West,purchase,186.86,2026-02-10 15:26:31
5602,100270,West,cart,0.0,2026-03-06 12:34:03
5603,100270,West,purchase,194.97,2026-02-18 11:59:40
5604,100270,West,purchase,213.2,2026-03-07 23:09:13
5605,100270,West,view,0.0,2026-03-16 16:43:40
5606,100270,West,purchase,137.93,2026-01-15 12:30:14
5607,100270,West,return,0.0,2026-02-04 12:27:22
5608,100270,West,view,0.0,2026-02-10 22:14:59
5609,100270,West,purchase,358.78,2026-03-06 04:27:27
5610,100270,West,purchase,122.05,2026-02-17 01:02:19
5611,100270,West,view,0.0,2026-01-16 09:26:34
5612,100270,West,view,0.0,2026-01-12 08:21:57
5613,100271,West,support,0.0,2026-02-01 05:42:43
5614,100271,West,purchase,205.82,2026-01-23 11:29:18
5615,100271,West,view,0.0,2026-03-31 16:33:10
5616,100271,West,return,0.0,2026-02-20 01:23:08
5617,100271,West,return,0.0,2026-03-04 20:49:29
5618,100271,West,cart,0.0,2026-01-27 05:50:35
5619,100271,West,view,0.0,2026-01-28 23:51:04
5620,100271,West,view,0.0,2026-02-12 05:07:01
5621,100271,West,support,0.0,2026-02-12 00:14:39
5622,100271,West,view,0.0,2026-02-26 22:35:32
5623,100271,West,return,0.0,2026-01-28 03:38:34
5624,100271,West,view,0.0,2026-03-04 11:25:08
5625,100271,West,purchase,254.21,2026-01-31 23:47:15
5626,100271,West,view,0.0,2026-02-06 00:33:51
5627,100271,West,view,0.0,2026-01-18 01:44:15
5628,100271,West,purchase,155.15,2026-01-16 01:16:35
5629,100271,West,search,0.0,2026-02-05 01:02:59
5630,100271,West,return,0.0,2026-03-29 02:41:41
5631,100271,West,purchase,198.58,2026-01-15 12:51:55
5632,100271,West,purchase,119.42,2026-03-27 00:52:09
5633,100271,West,view,0.0,2026-03-28 12:31:34
5634,100271,West,search,0.0,2026-01-19 18:04:44
5635,100272,West,view,0.0,2026-02-05 05:01:58
5636,100272,West,search,0.0,2026-02-19 16:35:53
5637,100272,West,view,0.0,2026-03-17 21:15:55
5638,100272,West,view,0.0,2026-02-24 22:24:21
5639,100272,West,search,0.0,2026-02-15 15:04:59
5640,100272,West,purchase,76.88,2026-01-23 04:13:43
5641,100272,West,view,0.0,2026-03-27 17:31:09
5642,100272,West,purchase,198.98,2026-03-15 18:52:35
5643,100272,West,purchase,65.35,2026-01-24 06:39:40
5644,100272,West,view,0.0,2026-01-07 07:44:55
5645,100272,West,view,0.0,2026-03-24 18:30:55
5646,100272,West,return,0.0,2026-02-10 05:44:07
5647,100272,West,view,0.0,2026-02-01 22:01:38
5648,100272,West,return,0.0,2026-02-18 11:48:07
5649,100272,West,view,0.0,2026-02-12 20:32:45
5650,100272,West,view,0.0,2026-01-05 05:28:53
5651,100272,West,view,0.0,2026-02-06 00:08:51
5652,100273,Northeast,view,0.0,2026-02-14 20:58:44
5653,100273,Northeast,purchase,47.68,2026-02-14 02:29:31
5654,100273,Northeast,view,0.0,2026-02-10 16:18:08
5655,100273,Northeast,purchase,81.39,2026-01-29 10:58:14
5656,100273,Northeast,cart,0.0,2026-01-19 18:56:56
5657,100273,Northeast,search,0.0,2026-01-14 09:07:39
5658,100273,Northeast,return,0.0,2026-03-16 08:44:18
5659,100273,Northeast,view,0.0,2026-01-07 12:29:19
5660,100273,Northeast,view,0.0,2026-02-14 02:37:49
5661,100273,Northeast,purchase,71.8,2026-01-15 05:47:37
5662,100273,Northeast,purchase,77.13,2026-02-19 00:16:55
5663,100273,Northeast,purchase,97.0,2026-02-07 16:22:58
5664,100273,Northeast,purchase,86.58,2026-03-24 15:35:00
5665,100273,Northeast,view,0.0,2026-03-06 14:15:26
5666,100273,Northeast,cart,0.0,2026-02-16 20:06:46
5667,100273,Northeast,view,0.0,2026-01-31 07:18:28
5668,100273,Northeast,purchase,127.99,2026-03-25 23:39:23
5669,100273,Northeast,view,0.0,2026-03-06 00:07:18
5670,100273,Northeast,view,0.0,2026-02-09 00:12:33
5671,100274,West,view,0.0,2026-01-22 16:12:26
5672,100274,West,view,0.0,2026-03-02 08:53:39
5673,100274,West,view,0.0,2026-03-14 17:17:40
5674,100274,West,purchase,144.09,2026-02-18 02:42:18
5675,100274,West,cart,0.0,2026-01-03 19:41:01
5676,100274,West,cart,0.0,2026-01-19 03:22:21
5677,100274,West,cart,0.0,2026-03-17 07:09:58
5678,100274,West,view,0.0,2026-01-24 05:29:25
5679,100274,West,support,0.0,2026-02-08 12:24:21
5680,100274,West,view,0.0,2026-01-09 15:14:45
5681,100274,West,view,0.0,2026-01-07 02:02:49
5682,100274,West,search,0.0,2026-03-22 06:41:10
5683,100274,West,return,0.0,2026-03-24 19:26:41
5684,100274,West,purchase,109.25,2026-03-16 12:57:12
5685,100274,West,search,0.0,2026-03-16 02:40:08
5686,100274,West,return,0.0,2026-03-15 19:47:02
5687,100274,West,support,0.0,2026-03-20 08:48:14
5688,100275,Midwest,search,0.0,2026-03-27 08:34:12
5689,100275,Midwest,search,0.0,2026-01-01 01:04:26
5690,100275,Midwest,view,0.0,2026-01-14 22:31:11
5691,100275,Midwest,view,0.0,2026-03-15 21:24:51
5692,100275,Midwest,view,0.0,2026-01-08 23:17:23
5693,100275,Midwest,cart,0.0,2026-01-07 03:37:44
5694,100275,Midwest,cart,0.0,2026-02-25 05:36:49
5695,100275,Midwest,purchase,62.61,2026-03-21 01:08:30
5696,100275,Midwest,search,0.0,2026-02-09 18:56:24
5697,100275,Midwest,view,0.0,2026-01-26 10:00:44
5698,100275,Midwest,purchase,49.78,2026-02-22 08:27:17
5699,100275,Midwest,purchase,51.81,2026-03-25 11:11:26
5700,100275,Midwest,support,0.0,2026-02-16 04:32:28
5701,100275,Midwest,purchase,81.97,2026-03-24 08:25:28
5702,100275,Midwest,view,0.0,2026-02-26 01:05:59
5703,100275,Midwest,purchase,97.16,2026-01-19 19:39:31
5704,100275,Midwest,view,0.0,2026-01-08 14:35:38
5705,100275,Midwest,return,0.0,2026-03-12 04:31:57
5706,100275,Midwest,support,0.0,2026-01-17 00:43:14
5707,100275,Midwest,view,0.0,2026-01-30 13:07:46
5708,100275,Midwest,cart,0.0,2026-02-05 15:37:20
5709,100275,Midwest,cart,0.0,2026-01-27 17:41:00
5710,100276,West,purchase,32.55,2026-02-14 19:12:10
5711,100276,West,cart,0.0,2026-01-04 18:16:19
5712,100276,West,view,0.0,2026-02-04 03:00:51
5713,100276,West,view,0.0,2026-03-26 17:36:06
5714,100276,West,purchase,50.16,2026-01-21 03:44:26
5715,100276,West,view,0.0,2026-02-21 04:15:13
5716,100276,West,return,0.0,2026-01-18 15:29:44
5717,100276,West,search,0.0,2026-03-15 16:32:18
5718,100276,West,cart,0.0,2026-02-05 00:11:05
5719,100276,West,search,0.0,2026-03-25 22:42:52
5720,100276,West,support,0.0,2026-02-14 08:13:58
5721,100276,West,cart,0.0,2026-02-04 23:48:13
5722,100276,West,view,0.0,2026-03-02 00:27:41
5723,100276,West,view,0.0,2026-03-30 13:56:16
5724,100276,West,support,0.0,2026-03-22 05:45:51
5725,100276,West,purchase,38.73,2026-03-15 21:08:01
5726,100276,West,cart,0.0,2026-02-23 16:33:27
5727,100276,West,search,0.0,2026-02-24 23:01:05
5728,100276,West,purchase,38.4,2026-02-13 03:06:03
5729,100277,West,cart,0.0,2026-02-13 08:25:27
5730,100277,West,view,0.0,2026-01-21 18:26:26
5731,100277,West,view,0.0,2026-01-04 05:01:13
5732,100277,West,search,0.0,2026-01-18 17:10:16
5733,100277,West,return,0.0,2026-01-31 21:51:45
5734,100277,West,cart,0.0,2026-03-16 12:37:52
5735,100277,West,view,0.0,2026-03-03 04:37:57
5736,100277,West,search,0.0,2026-03-02 13:31:55
5737,100277,West,purchase,150.02,2026-03-26 20:12:40
5738,100277,West,view,0.0,2026-03-02 03:28:16
5739,100277,West,purchase,118.51,2026-03-17 19:54:38
5740,100277,West,return,0.0,2026-02-03 15:52:17
5741,100277,West,view,0.0,2026-02-21 09:08:33
5742,100277,West,purchase,187.29,2026-01-02 19:13:43
5743,100277,West,view,0.0,2026-03-26 20:50:09
5744,100277,West,view,0.0,2026-01-15 08:32:03
5745,100278,Midwest,view,0.0,2026-02-18 20:49:42
5746,100278,Midwest,cart,0.0,2026-02-16 17:52:29
5747,100278,Midwest,purchase,128.22,2026-01-19 13:56:48
5748,100278,Midwest,view,0.0,2026-01-08 10:09:02
5749,100278,Midwest,view,0.0,2026-03-24 21:53:51
5750,100278,Midwest,cart,0.0,2026-01-31 08:35:59
5751,100278,Midwest,view,0.0,2026-03-28 08:56:48
5752,100278,Midwest,return,0.0,2026-03-04 07:31:06
5753,100278,Midwest,view,0.0,2026-03-10 16:44:39
5754,100278,Midwest,purchase,99.28,2026-01-01 19:00:05
5755,100278,Midwest,view,0.0,2026-02-22 11:48:56
5756,100278,Midwest,view,0.0,2026-02-25 13:24:58
5757,100278,Midwest,cart,0.0,2026-03-18 12:11:26
5758,100278,Midwest,view,0.0,2026-03-07 08:58:39
5759,100278,Midwest,view,0.0,2026-03-22 04:05:51
5760,100278,Midwest,cart,0.0,2026-02-25 01:00:02
5761,100279,South,purchase,238.16,2026-03-13 20:29:53
5762,100279,South,view,0.0,2026-03-01 21:54:43
5763,100279,South,view,0.0,2026-01-15 19:33:09
5764,100279,South,view,0.0,2026-02-21 00:13:19
5765,100279,South,view,0.0,2026-01-08 12:39:02
5766,100279,South,support,0.0,2026-01-05 11:36:17
